341,2738
1203,2759
1204,2769
1205,2770
1206,2776
1207,2789
1208,2791
1209,2795
1210,2808
1211,2820
1212,2829
1213,2838
1214,2839
1215,2855
1216,2859
1217,2861
1218,2865
1219,2868
1220,2883
1221,2896
1222,2899
1223,2911
1224,2922
1225,2923
1226,2928
1227,2930
1228,2946
1229,2956
1230,2972
1231,2977
1232,2982
1233,2994
1234,3009
1235,3011
1236,3026
1237,3040
1238,3041
1239,3049
1240,3062
1241,3074
1242,3081
1243,3089
1244,3100
1245,3113
1246,3117
1247,3118
1248,3129
1249,3137
1250,3149
1251,3155
1252,3156
1253,3158
1254,3162
1255,3176
1256,3186
1257,3195
1258,3202
1259,3206
1260,3221
1261,3223
1262,3225
1263,3235
1264,3249
1265,3253
1266,3257
1267,3259
1268,3267
1269,3272
1270,3287
1271,3293
1272,3304
1273,3314
1274,3317
1275,3322
1276,3334
1277,3345
1278,3358
1279,3364
1280,3367
1281,3375
1282,3386
1283,3389
1284,3399
1285,3409
1286,3410
1287,3425
1288,3439
1289,3442
1290,3450
1291,3466
1292,3477
1293,3482
1294,3495
1295,3500
1296,3510
1297,3524
1298,3525
1299,3535
1300,3538
1301,3554
1302,3563
1303,3574
1304,3579
1305,3588
1306,3597
1307,3603
1308,3613
1309,3620
1310,3624
1311,3639
1312,3648
1313,3651
1314,3665
1315,3679
1316,3689
1317,3697
1318,3698
1319,3703
1320,3716
1321,3721
1322,3732
1323,3738
1324,3749
1325,3754
1326,3769
1327,3785
1328,3799
1329,3812
1330,3824
1331,3839
1332,3844
1333,3859
1334,3874
1335,3875
1336,3887
1337,3892
1338,3906
1339,3909
1340,3913
1341,3919
1342,3930
1343,3932
1344,3948
1345,3957
1346,3969
1347,3985
1348,3999
1349,4011
1350,4026
1351,4036
1352,4043
1353,4057
1354,4069
1355,4078
1356,4087
1357,4094
1358,4095
1359,4102
1360,4112
1361,4128
1362,4132
1363,4133
1364,4141
1365,4156
1366,4157
1367,4169
1368,4174
1369,4186
1370,4193
1371,4209
1372,4213
1373,4214
1374,4224
1375,4232
1376,4238
1377,4251
1378,4263
1379,4269
1380,4270
1381,4271
1382,4275
1383,4276
1384,4292
1385,4296
1386,4298
1387,4310
1388,4311
1389,4321
1390,4332
1391,4343
1392,4355
1393,4360
1394,4363
1395,4378
1396,4386
1397,4387
1398,4398
1399,4405
1400,4415
1401,4424
1402,4440
1403,4445
1404,4447
1405,4449
1406,4464
1407,4474
1408,4490
1409,4493
1410,4508
1411,4515
1412,4519
1413,4530
1414,4538
1415,4550
1416,4556
1417,4563
1418,4574
1419,4584
1420,4591
1421,4592
1422,4598
1423,4614
1424,4630
1425,4635
1426,4642
1427,4651
1428,4661
1429,4662
1430,4677
1431,4681
1432,4683
1433,4684
1434,4692
1435,4707
1436,4717
1437,4730
1438,4739
1439,4749
1440,4760
1441,4770
1442,4779
1443,4788
1444,4800
1445,4803
1446,4806
1447,4818
1448,4823
1449,4834
1450,4835
1451,4839
1452,4855
1453,4866
1454,4879
1455,4892
1456,4899
1457,4905
1458,4909
1459,4917
1460,4929
1461,4945
1462,4949
1463,4962
1464,4964
1465,4966
1466,4979
1467,4989
1468,4991
1469,5004
1470,5011
1471,5021
1472,5022
1473,5026
1474,5035
1475,5045
1476,5058
1477,5068
1478,5081
1479,5085
1480,5098
1481,5100
1482,5115
1483,5128
1484,5138
1485,5153
1486,5166
1487,5175
1488,5190
1489,5195
1490,5198
1491,5213
1492,5224
1493,5226
1494,5233
1495,5249
1496,5253
1497,5260
1498,5272
1499,5275
1500,5289
1501,5294
1502,5299
1503,5311
1504,5314
1505,5322
1506,5338
1507,5345
1508,5350
1509,5364
1510,5366
1511,5369
1512,5379
1513,5383
1514,5387
1515,5397
1516,5405
1517,5410
1518,5423
1519,5433
1520,5435
1521,5443
1522,5457
1523,5466
1524,5472
1525,5488
1526,5494
1527,5495
1528,5510
1529,5512
1530,5513
1531,5515
1532,5527
1533,5534
1534,5535
1535,5536
1536,5538
1537,5551
1538,5560
1539,5573
1540,5582
1541,5598
1542,5610
1543,5622
1544,5638
1545,5641
1546,5651
1547,5660
1548,5664
1549,5667
1550,5681
1551,5693
1552,5700
1553,5710
1554,5714
1555,5728
1556,5729
1557,5735
1558,5744
1559,5747
1560,5754
1561,5767
1562,5771
1563,5774
1564,5781
1565,5789
1566,5801
1567,5811
1568,5821
1569,5824
1570,5828
1571,5841
1572,5847
1573,5858
1574,5867
1575,5879
1576,5881
1577,5884
1578,5898
1579,5900
1580,5905
1581,5915
1582,5916
1583,5922
1584,5936
1585,5941
1586,5956
1587,5962
1588,5976
1589,5984
1590,5988
1591,6002
1592,6015
1593,6020
1594,6023
1595,6036
1596,6046
1597,6055
1598,6067
1599,6077
1600,6084
1601,6096
1602,6105
1603,6117
1604,6125
1605,6134
1606,6146
1607,6160
1608,6163
1609,6174
1610,6190
1611,6194
1612,6204
1613,6211
1614,6220
1615,6234
1616,6240
1617,6251
1618,6258
1619,6263
1620,6266
1621,6275
1622,6288
1623,6297
1624,6306
1625,6322
1626,6328
1627,6331
1628,6346
1629,6350
1630,6359
1631,6367
1632,6371
1633,6378
1634,6382
1635,6390
1636,6400
1637,6415
1638,6417
1639,6432
1640,6441
1641,6448
1642,6460
1643,6466
1644,6472
1645,6475
1646,6489
1647,6490
1648,6492
1649,6502
1650,6506
1651,6521
1652,6523
1653,6537
1654,6546
1655,6554
1656,6564
1657,6576
1658,6579
1659,6591
1660,6597
1661,6608
1662,6619
1663,6630
1664,6640
1665,6655
1666,6666
1667,6675
1668,6688
1669,6699
1670,6705
1671,6708
1672,6710
1673,6723
1674,6735
1675,6739
1676,6746
1677,6755
1678,6761
1679,6762
1680,6769
1681,6775
1682,6789
1683,6791
1684,6807
1685,6818
1686,6832
1687,6838
1688,6849
1689,6857
1690,6863
1691,6867
1692,6880
1693,6895
1694,6900
1695,6904
1696,6908
1697,6914
1698,6925
1699,6941
1700,6942
1701,6958
1702,6962
1703,6975
1704,6984
1705,6996
1706,6997
1707,7001
1708,7017
1709,7019
1710,7033
1711,7044
1712,7054
1713,7068
1714,7079
1715,7084
1716,7099
1717,7100
1718,7107
1719,7123
1720,7126
1721,7133
1722,7149
1723,7150
1724,7165
1725,7170
1726,7180
1727,7195
1728,7207
1729,7219
1730,7227
1731,7237
1732,7250
1733,7263
1734,7279
1735,7281
1736,7282
1737,7287
1738,7303
1739,7306
1740,7310
1741,7317
1742,7330
1743,7337
1744,7338
1745,7352
1746,7362
1747,7367
1748,7377
1749,7393
1750,7399
1751,7415
1752,7418
1753,7426
1754,7435
1755,7447
1756,7461
1757,7472
1758,7475
1759,7489
1760,7490
1761,7506
1762,7508
1763,7516
1764,7518
1765,7529
1766,7543
1767,7547
1768,7553
1769,7567
1770,7570
1771,7574
1772,7579
1773,7594
1774,7597
1775,7599
1776,7604
1777,7615
1778,7621
1779,7634
1780,7637
1781,7638
1782,7648
1783,7659
1784,7667
1785,7672
1786,7679
1787,7689
1788,7691
1789,7704
1790,7719
1791,7726
1792,7734
1793,7749
1794,7751
342,2744
343,7764
